1.084010840108401083e-03,1.739130434782608760e-03,7.832687338501292604e-03,4.894578313253012194e-03,1.284639383373096036e-03,9.940357852882704057e-03,3.357958361316319609e-03,7.809581411439571463e-02,6.498993125477397353e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.800400088908646334e-02,1.318874560375146547e-02,7.087172218284902396e-05,5.969762779819578480e-01,8.354460287493006287e-01,9.898989898989899450e-01
2.710027100271002708e-03,0.000000000000000000e+00,3.171027131782945818e-01,6.551204819277108016e-02,3.541934299871535990e-02,3.976143141153081623e-02,1.343183344526527843e-02,1.271626376331900544e-02,2.656982154017082168e-02,2.455795677799607439e-03,1.085776330076004392e-03,3.824091778202676835e-04,0.000000000000000000e+00,9.452689290103034490e-04,4.667138810198300652e-02,3.273982433956460630e-02,7.875083351855968750e-02,7.224501758499413118e-02,1.771793054571226141e-04,1.152689609087871776e-02,4.343239634715816977e-01,8.888888888888888395e-01
5.420054200542005415e-04,0.000000000000000000e+00,1.082848837209302306e-01,1.656626506024096515e-02,1.266287392182051733e-02,2.982107355864811044e-02,1.343183344526527843e-02,5.275630538824266358e-02,7.963335879452815291e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.710339943342776281e-01,1.521137350056388782e-01,6.166925983551901219e-02,4.168376318874560810e-02,3.543586109142452282e-04,6.105913798864016223e-02,7.629718458352744426e-01,8.686868686868687295e-01
7.046070460704607040e-03,0.000000000000000000e+00,3.090277777777777901e-01,5.591114457831325435e-02,2.257294916498439954e-02,5.168986083499005346e-01,5.171255876427132137e-01,7.090645039861524779e-02,2.916797444621901242e-02,8.349705304518663385e-02,6.623235613463626659e-02,4.359464627151051624e-02,2.231204527081649333e-02,1.890537858020606898e-03,1.189801699716714067e-01,9.500700591230648584e-02,3.858635252278284078e-01,5.095252051582649377e-01,0.000000000000000000e+00,1.286334781156030747e-02,4.805181026085677543e-01,6.565656565656565746e-01
1.084010840108401083e-03,0.000000000000000000e+00,4.513888888888888812e-02,8.471385542168674218e-03,2.238942925307395998e-02,2.982107355864811044e-02,1.007387508394895839e-02,2.755335617769519817e-03,1.524060829109089715e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.245832407201600683e-02,4.235052754982415041e-02,5.669737774627924085e-04,9.421984630805212146e-02,7.658886806036951933e-01,9.494949494949495028e-01
1.084010840108401083e-03,1.739130434782608760e-03,2.429748062015503751e-01,5.515813253012048084e-02,2.936318590567076406e-02,1.988071570576540811e-02,3.357958361316319609e-03,7.702035845091635691e-02,8.560238872300535151e-02,4.911591355599214878e-03,3.257328990228013175e-03,7.648183556405353670e-04,0.000000000000000000e+00,9.452689290103034490e-04,1.274787535410764998e-02,6.151532756911930189e-03,2.645032229384307668e-02,2.403282532239155861e-02,1.630049610205527768e-03,1.734046107584363561e-01,4.406083314572806220e-01,9.191919191919192267e-01
2.168021680216802166e-02,9.739130434782608536e-02,2.120478036175710568e-01,3.275602409638554008e-02,2.385758854835749732e-02,9.940357852882704057e-03,3.357958361316319609e-03,1.442476184218390856e-01,2.119769460454135057e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.082152974504250277e-03,3.417518198284405853e-03,1.648144032007112930e-02,1.644929660023446497e-02,1.063075832742735766e-04,9.405278984296691625e-02,4.537900351509126518e-01,9.090909090909090606e-01
3.197831978319783108e-02,1.147826086956521691e-01,2.726905684754521997e-01,8.527861445783133099e-02,4.037438062029730101e-02,4.970178926441351508e-02,6.715916722632639217e-03,3.248909206130057847e-01,3.898484827442538769e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.249291784702549993e-03,2.734014558627524769e-03,1.329184263169593261e-01,6.990035169988276231e-02,2.243090007087172322e-01,2.505846976277982009e-03,5.795331192032757183e-06,0.000000000000000000e+00
6.504065040650406498e-03,8.695652173913043584e-03,8.615956072351421691e-02,1.543674698795180662e-02,1.192879427417874866e-02,6.958250497017891278e-02,3.022162525184687518e-02,1.322648177959610816e-02,1.264412193597666892e-02,2.455795677799607266e-02,1.085776330076004478e-02,3.824091778202676727e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.249291784702549646e-02,3.212467106387341398e-02,1.120248944209824432e-01,1.043376318874560393e-01,9.248759744861799470e-02,3.257601069161376438e-03,1.783178828317771392e-06,0.000000000000000000e+00
1.084010840108401083e-03,1.739130434782608760e-03,9.286175710594314625e-02,1.242469879518072300e-02,9.726555331253440920e-03,1.988071570576540811e-02,3.357958361316319609e-03,8.105618691791506569e-02,3.692632456079438658e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.249291784702549993e-03,3.417518198284405853e-03,3.578573016225828490e-02,3.560961313012895452e-02,2.126151665485471532e-04,3.515703307718008874e-01,8.122990301736147112e-01,9.494949494949495028e-01
5.420054200542005415e-04,0.000000000000000000e+00,2.348191214470284338e-01,6.494728915662650870e-02,3.652046247017801117e-02,1.988071570576540811e-02,1.007387508394895839e-02,3.554743147384133162e-02,6.415110061801264363e-02,8.840864440078585740e-02,2.138979370249728673e-01,1.583173996175908094e-01,1.149555375909458305e-01,0.000000000000000000e+00,1.685552407932011387e-01,8.202043675882574048e-02,5.201155812402755846e-02,9.583821805392732374e-02,2.126151665485471532e-04,7.099899766120948592e-03,4.989945100381822929e-01,8.484848484848485084e-01
1.084010840108401083e-03,1.739130434782608760e-03,7.428940568475451804e-03,4.329819277108433798e-03,3.303358414387961173e-03,9.940357852882704057e-03,3.357958361316319609e-03,4.004677064453320695e-02,3.157558502881744472e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.733718604134252064e-02,1.318874560375146547e-02,3.543586109142452282e-04,3.905780153691947865e-01,8.239418505384085156e-01,9.898989898989899450e-01
8.672086720867208665e-03,3.478260869565217520e-03,5.945574935400517180e-01,1.522966867469879582e-01,1.033217104055790120e-01,6.346918489065606073e-01,1.675621222296843627e-01,1.695309200430182295e-01,6.451663078952850350e-02,9.798624754420433292e-02,6.824104234527687829e-02,5.114722753346079981e-02,2.371867421180274757e-02,7.562151432082427592e-03,3.109065155807365366e-02,1.910392672840982575e-02,6.998666370304512663e-01,7.085800117233294060e-01,0.000000000000000000e+00,1.829268292682926719e-02,4.440890965301568793e-01,5.555555555555555802e-01
2.330623306233062242e-02,1.026086956521739119e-01,1.819282945736434010e-01,7.153614457831325435e-02,6.404844925674435530e-02,1.486083499005964315e-01,4.348556077904633388e-02,1.107042473175950809e-01,1.068231372821331904e-01,7.367387033398821450e-03,6.514657980456026350e-03,2.556405353728489344e-02,2.791430881164106911e-02,2.835806787030909805e-03,5.665722379603400569e-03,4.784525477598168021e-03,1.736941542565014485e-01,1.737470691676436252e-01,5.315379163713677881e-04,7.935182091546942595e-03,4.859755214126342815e-01,8.484848484848485084e-01
5.420054200542005415e-04,1.739130434782608760e-03,2.076065891472868297e-01,1.807228915662650523e-02,1.541567260047715243e-02,9.940357852882704057e-03,3.357958361316319609e-03,9.238548099230081039e-04,1.979306992569960372e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.699716713881019997e-02,8.202043675882573007e-03,1.755945765725716937e-02,1.831770222743259180e-02,4.252303330970943064e-04,2.398930838623454798e-01,6.300710819660437778e-01,9.797979797979797789e-01
5.420054200542005415e-04,1.739130434782608760e-03,1.983204134366925164e-01,5.365210843373494076e-02,3.431822352725270864e-02,2.982107355864811044e-02,1.343183344526527843e-02,4.181096125628421326e-03,1.777487674467050777e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.588910133843212419e-03,6.968472109943411007e-03,9.452689290103034490e-04,9.915014164305948827e-03,4.784525477598168021e-03,4.097577239386530207e-02,7.503663540445486280e-02,0.000000000000000000e+00,6.515202138322752877e-03,4.910624848151177724e-01,9.090909090909090606e-01
2.981029810298102892e-02,1.060869565217391342e-01,2.653423772609819209e-01,1.057981927710843345e-01,2.661038722701413242e-02,1.093439363817097498e-01,5.708529214237743205e-02,9.861338655328136249e-02,1.984751058954239283e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.452689290103034490e-04,5.665722379603400222e-02,5.331328389323673062e-02,1.709268726383640913e-01,2.036928487690504164e-01,5.669737774627924085e-04,9.756097560975610095e-02,6.848730711020267758e-01,8.080808080808080662e-01
3.252032520325203249e-03,0.000000000000000000e+00,5.264857881136950774e-02,1.543674698795180662e-02,8.625435859790787918e-03,1.988071570576540603e-01,4.365345869711215882e-02,4.059300870695554952e-02,4.235816957155752981e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.274787535410764998e-02,6.151532756911930189e-03,3.118470771282507714e-01,2.237690504103165556e-01,1.417434443656980479e-04,9.421984630805212424e-01,8.383628635177214905e-01,8.585858585858585634e-01
